EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
STX US Equity,,IE00B58JVZ52,B58JVZ5,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",32.02999878,Common Stock,9560433664,33.73694263,16.17220707,-29.8460784,6963233.587,316000000,0,1683000064,0,,11432999936,,28.691,25.1745,26.8413,30.5384,1.42,51.99,,,
INBK US Equity,320557101,US3205571017,B0406N0,Financials,Banks,Regional Banks,23.64999962,Common Stock,130673952,-0.210975286,-11.30542094,-20.42919819,38825.31746,9867000,0,135679008,0,,59599000,,24.3035,24.397,24.075,26.2601,-4.21,-4.39,,,
NPO US Equity,29355X107,US29355X1072,2951292,Industrials,Machinery,Industrial Machinery,45.75,Common Stock,993892096,4.190389795,3.676636554,-9.881131186,146478.1746,-66100000,0,406400000,0,,1221800000,,46.3645,47.444,51.5919,48.9631,-1.95,-21.58,,,
SJM US Equity,832696405,US8326964058,2951452,Consumer Staples,Food Products,Packaged Foods & Meats,154.1600037,Common Stock,17948284928,3.386763484,21.38710086,43.60354206,935165.5238,688700000,0,7008500224,0,2230299904,7811200000,,152.776,144.0902,136.318,129.1762,0.78,22.03,,,
EEQ US Equity,29250X103,US29250X1037,2020341,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,23.11000061,Common Stock,1802687872,2.121084699,40.96329558,-21.1191963,261199.372,-582600000,0,800000,0,,,,22.307,21.8976,20.1107,19.7329,-1.91,12.07,,,
SPOK US Equity,84863T106,US84863T1060,BNZB473,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,18.47999954,Common Stock,379694208,-1.229286764,4.198274213,19.24808941,96259.01587,83836000,0,330545984,0,,183543000,,19.4895,18.5639,17.7529,17.6391,-4.15,9.61,,,
MGNX US Equity,556099109,US5560991094,BFDV8K0,Health Care,Biotechnology,Biotechnology,30.59000015,Common Stock,1056749696,13.67521489,51.9622525,-17.39130121,290604.1746,-95632000,0,286255008,0,,32421000,,27.8765,26.3264,22.6862,24.4984,5.52,48.78,,,
WHG US Equity,961765104,US9617651040,2958293,Financials,Capital Markets,Asset Management & Custody Banks,53.61999893,Common Stock,474416544,3.894590773,15.38405674,-2.830670209,20770.22222,20883000,0,129011000,0,-11178000,130457000,,54.9705,55.3658,56.7575,54.6285,-3.53,-5.91,,,
RNG US Equity,76680R206,US76680R2067,BDZCRX3,Information Technology,Software,Application Software,23.03000069,Common Stock,1665115648,16.96292566,5.545375842,31.00114213,506504.8571,-28101000,0,111129000,0,,307975000,,21.832,20.7134,18.9271,20.0008,1.41,20.70,,,
WYNN US Equity,983134107,US9831341071,2963811,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,97.94999695,Common Stock,9970419712,7.30718477,47.21199036,4.492304672,2684120.984,391013000,0,-84326000,0,,3999229056,,95.0325,96.111,94.2435,80.771,2.28,11.55,,,
SITO US Equity,82988R203,US82988R2031,BYX05B0,Information Technology,Software,Application Software,4.019999981,Common Stock,69769024,8.648646733,60.79999924,,34164.19048,-5212206,0,5000407,0,,21895903,,4.0949,3.559,3.1576,2.9477,5.24,33.11,,,
HNNA US Equity,425885100,US4258851009,2965033,Financials,Capital Markets,Asset Management & Custody Banks,34.70000076,Common Stock,175807280,2.058825773,24.40254592,76.10812363,15574.53968,13662000,0,30030000,0,9994000,49792000,,34.5075,34.5552,31.814,29.9349,0.64,12.93,,,
NCT US Equity,65105M603,US65105M6030,BRS67K7,Financials,Real Estate Investment Trusts (REITs),Mortgage REITs,4.739999771,REIT,315942784,5.189334505,40.41003205,15.13652955,218044.9365,95196000,5580000,191556976,61583024,,387040000,,4.689,4.6136,4.4416,4.2213,0.21,11.98,,,
RUSHA US Equity,781846209,US7818462092,2966876,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,22.97999954,Common Stock,936290944,7.735581924,20.31413133,-6.433224585,164679.4286,42908000,0,846006976,0,,4553197056,,22.3865,21.907,20.1071,20.6301,1.32,16.71,,,
DKS US Equity,253393102,US2533931026,2969637,Consumer Discretionary,Specialty Retail,Specialty Stores,51.29000092,Common Stock,5850521600,18.48001809,32.14402365,2.976089646,2048340.841,323924000,0,1804132992,0,10934000,7365999872,,49.2035,44.8884,45.1867,42.3998,1.83,11.07,,,
TZOO US Equity,89421Q205,US89421Q2057,BGDFSM1,Information Technology,Internet Software & Services,Internet Software & Services,10.19999981,Common Stock,143906880,31.95342541,25.77065649,16.04095397,50884.33333,13361000,0,19690000,0,2483000,134629000,,8.6515,8.2582,8.0909,8.1832,5.92,33.68,,,
BANC US Equity,05990K106,US05990K1060,BCD47X4,Financials,Banks,Regional Banks,22.18000031,Common Stock,1101019392,22.54143557,48.89700885,70.85723391,641476.254,79789000,15759000,670812992,269071008,,544703008,,19.8545,19.5998,18.8596,16.5945,6.48,9.66,,,
HALO US Equity,40637H109,US40637H1095,2975098,Health Care,Biotechnology,Biotechnology,9.93999958,Common Stock,1283649024,17.91220902,12.95453824,-57.57575992,1435029.444,-36939000,0,29472000,0,,158890000,,9.1535,9.1301,9.5595,11.4055,7.58,-5.78,,,
PFS US Equity,74386T105,US74386T1051,2171603,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,20.14999962,Common Stock,1331709312,5.057347747,4.515010893,11.70581264,173274.4603,84453000,0,1214121984,0,,351461000,,19.923,19.8454,19.8891,19.7832,0.2,1.78,,,
GALT US Equity,363225202,US3632252025,B7ZN8B9,Health Care,Biotechnology,Biotechnology,1.639999986,Common Stock,47525856,4.458594325,16.31205848,-38.57678132,88331.52381,-22001000,1059000,10400500,9137500,,0,,1.5363,1.4911,1.4719,1.6532,9.33,15.49,,,
CBIO US Equity,14888D109,US14888D1090,BYY8NY2,Health Care,Biotechnology,Biotechnology,1.49000001,Common Stock,17030862,19.20000076,-32.57918625,-86.75596624,172655.0794,,,27989000,0,,,,1.4317,1.4739,1.5439,2.1695,10.37,5.67,,,
SAIA US Equity,78709Y105,US78709Y1055,2982399,Industrials,Road & Rail,Trucking,28.88999939,Common Stock,728241216,16.77445294,35.0631146,-31.83105554,225438.1746,47014000,0,454196000,0,71673000,1206624992,,25.8285,25.617,26.6604,25.4524,11.93,-0.10,,,
PRAA US Equity,69354N106,US69354N1063,BSHZ3P9,Financials,Consumer Finance,Consumer Finance,27.86000061,Common Stock,1290718080,16.08333588,-6.352939125,-55.52362567,573665.5714,142849000,0,864867968,0,253630000,920568992,,26.673,25.9565,27.9172,32.2902,-0.46,-16.03,,,
KMX US Equity,143130102,US1431301027,2983563,Consumer Discretionary,Specialty Retail,Automotive Retail,58.25999832,Common Stock,11155346432,21.32444349,31.86961955,-9.337073787,2766881.683,616814008,0,2972284928,0,,15261172992,,54.8765,52.2042,51.8768,51.9317,0.53,10.03,,,
XEC US Equity,171798101,US1717981013,2987521,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,120.0199966,Common Stock,11379697664,1.625739368,29.39181515,14.04571265,938446.619,-2180137984,0,2614330880,0,,1332217024,,117.378,116.9938,110.5014,104.7591,1.39,10.31,,,
DLB US Equity,25659T107,US25659T1079,B04NJM9,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,50.31000137,Common Stock,5044292608,6.588984237,40.5358803,44.76048655,404736.3651,207196000,0,1931805056,0,,1022261008,,49.011,47.9342,45.5961,40.3128,1.39,5.95,,,
IPCC US Equity,45665Q103,US45665Q1031,2313739,Financials,Insurance,Property & Casualty Insurance,82.04000092,Common Stock,907077824,5.24695847,4.724487934,8.681541986,44721.69841,48037000,0,691496000,0,-25500000,1487201984,,81.9935,79.5916,78.8366,79.5829,-1.07,3.02,,,
PGRE US Equity,69924R108,US69924R1086,BSL7HC6,Financials,Real Estate Investment Trusts (REITs),Office REITs,17.62999916,REIT,3755833856,13.01281237,8.813453728,1.766560772,882410.6032,25083000,0,3725824000,0,1819000,674100000,,16.6455,16.3134,16.2688,16.6807,2.62,6.22,,,
REED US Equity,758338107,US7583381071,B1LJ7G7,Consumer Staples,Beverages,Soft Drinks,2.620125055,Common Stock,34544596,7.824073388,-44.83947252,-57.04712957,67165.14286,-5270000,,-675000,94000,,45280000,,2.6333,2.8238,3.7481,4.3965,-1.87,-41.90,,,
MGCD US Equity,552768103,US5527681036,B8F09K3,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6.699999809,Common Stock,29283000,2.918580241,-2.332366197,27.61904399,4255.209677,4476000,0,20348000,0,,38476000,,6.559,6.4116,6.1561,6.4473,6.99,23.84,,,
EVER US Equity,29977G102,US29977G1022,B64D2M2,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,17.95999908,Common Stock,2250826496,23.77669746,28.79529382,-6.097198061,645705,124208000,10125000,1707358976,150000000,,1088601984,,15.9325,15.3718,15.0222,15.4294,15.87,19.62,,,
ACOR US Equity,00484M106,US00484M1062,2925844,Health Care,Biotechnology,Biotechnology,25.28000069,Common Stock,1164580736,-0.433236336,-31.34165971,-25.1628135,544026.9841,-6331000,0,671638016,0,-127000,522463008,,25.4995,26.2213,26.9279,32.0958,-1.25,-2.21,,,
ACTG US Equity,3881307,US0038813079,2169589,Industrials,Professional Services,Research & Consulting Services,5.409999847,Common Stock,272650496,24.65436998,44.65240197,-41.50108443,399867.1587,-195521000,0,266566000,0,,116563000,,4.6405,4.7878,4.4743,4.7509,12.94,12.24,,,
EQIX US Equity,29444U700,US29444U7000,BVLZX12,Financials,Real Estate Investment Trusts (REITs),Specialized REITs,372.8699951,REIT,25888020480,-3.406557761,21.37875782,42.18265049,614007.3492,73995000,0,4819104768,0,,2926849088,,381.443,373.9938,350.5391,323.7581,-1.06,13.44,,,
MOH US Equity,60855R100,US60855R1005,2212706,Health Care,Health Care Providers & Services,Managed Health Care,56.81000137,Common Stock,3226864640,12.13975828,3.460210401,-17.46331562,1239213.508,133295000,0,1640999936,0,25000000,16078363136,,51.824,50.6052,54.8431,57.5649,7.11,9.76,,,
NPTN US Equity,64051T100,US64051T1007,B3TMC78,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,12.55000019,Common Stock,520511232,32.8042375,39.91081179,42.45175474,799527.9048,5878000,0,220087008,0,,357200000,,10.941,9.9118,11.1671,10.3118,12.76,4.67,,,
ADES US Equity,00770C101,US00770C1018,BBXZ194,Materials,Chemicals,Specialty Chemicals,6.98987484,Common Stock,153028464,-1.552789546,42.94222967,-38.14270158,16839.37097,-19633000,0,-20061000,0,,63339000,,6.8313,7.2775,7.0755,6.1897,5.91,-5.54,,,
HSON US Equity,443787106,US4437871068,B828N64,Industrials,Professional Services,Human Resource & Employment Services,2.029999971,Common Stock,68231288,4.10256009,-21.69903045,-6.038834878,47239.11111,-11430000,0,48757000,0,-4778000,430431000,,2.1468,2.1459,2.321,2.4549,-7.31,-19.19,,,
RTRX US Equity,761299106,US7612991064,B95XCC2,Health Care,Biotechnology,Biotechnology,17.93000031,Common Stock,657613888,-0.111423158,19.77287899,-43.98625041,488117.7937,88798000,0,319232000,0,,111528000,,18.1175,17.7794,16.188,17.0993,-1.05,30.12,,,
SHLD US Equity,812350106,US8123501061,2634805,Consumer Discretionary,Multiline Retail,Department Stores,15.40999985,Common Stock,1646267776,15.51723891,-9.085550715,-29.5059496,794778.7778,-1296000000,0,-2367000064,0,,24657999872,,14.4175,13.5784,14.4164,17.2075,2.87,-5.89,,,
DTSI US Equity,23335C101,US23335C1018,2641106,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,27.79000092,Common Stock,486014592,9.194499342,24.73070044,0.944425072,60910.33333,-12818000,0,206818000,0,,149467000,,27.572,26.407,24.2104,24.3079,0,27.36,,,
BCLI US Equity,1.05E+205,US10501E2019,BQQFDM3,Health Care,Biotechnology,Biotechnology,2.549999952,Common Stock,47567800,4.508192316,3.23886327,-20.31250268,186674.7619,-8042000,0,12572000,0,,0,,2.6105,2.459,2.4483,2.5186,6.25,13.84,,,
BPTH US Equity,09057N102,US09057N1028,B0PZN77,Health Care,Pharmaceuticals,Pharmaceuticals,1.700000048,Common Stock,162596880,-13.70558259,21.4285769,42.85713999,369030.5873,-5959156,0,8046000,0,,0,,1.7335,2.1178,2.292,1.8911,6.25,-26.41,,,
AHT US Equity,44103109,US0441031095,2310116,Financials,Real Estate Investment Trusts (REITs),Hotel & Resort REITs,5.960000038,REIT,570291520,12.66540796,11.97346545,-26.82745257,653460.1429,-72534000,33962000,375790208,393897792,,1454502976,,5.7245,5.414,5.6011,5.835,-1.32,9.15,,,
CVCO US Equity,149568107,US1495681074,2787022,Consumer Discretionary,Household Durables,Homebuilding,99.37999725,Common Stock,888363072,9.05300148,18.5070314,38.29668301,110744.7778,28541000,0,353225984,0,0,712352000,,98.6855,96.2684,93.056,88.3976,-1.86,13.33,,,
LMAT US Equity,525558201,US5255582018,B1G6TJ0,Health Care,Health Care Equipment & Supplies,Health Care Equipment,17.20000076,Common Stock,316122816,23.56322319,18.5613142,36.26071587,91939.69841,9386000,0,82850000,0,434000,82155000,,14.3205,14.5038,14.9339,14.7632,19.36,4.05,,,
GOOD US Equity,376536108,US3765361080,2918479,Financials,Real Estate Investment Trusts (REITs),Diversified REITs,18.20000076,REIT,411023712,8.708859436,33.26192889,25.77537133,141156.1587,4207000,4338000,240540608,11546400,,85972000,,17.624,17.0844,16.8572,15.7714,2.48,10.53,,,
TFSL US Equity,87240R107,US87240R1077,B1W8J67,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,18.20000076,Common Stock,5221351424,7.438017646,5.486500422,11.60661963,206943.9048,80770000,0,1678998016,0,,412205000,,17.7425,17.7562,17.7176,17.7685,0.83,2.23,,,
PRSC US Equity,743815102,US7438151026,2918576,Health Care,Health Care Providers & Services,Health Care Services,48.36999893,Common Stock,717170368,8.550263557,8.941435292,4.969611566,82690.26984,-20700000,6131000,271478016,77576000,89935000,1798279968,,47.834,47.5732,48.7634,48.0043,-1.33,-2.95,,,
AMCX US Equity,00164V103,US00164V1035,B4MG4Z6,Consumer Discretionary,Media,Cable & Satellite,55.36000061,Common Stock,4023273472,-3.284418262,-23.94559704,-33.65292547,790254.0476,375092000,0,85904000,0,,2618832000,,57.398,59.6625,62.6093,68.1379,-1.62,-15.13,,,
ALNY US Equity,02043Q107,US02043Q1076,B00FWN1,Health Care,Biotechnology,Biotechnology,68.08000183,Common Stock,5824961024,22.44604982,-1.247462402,-47.66699689,995179.0159,-342270000,0,1189051008,0,,29905000,,64.2805,62.6416,62.8706,72.9047,3.95,1.55,,,
WLL US Equity,966387102,US9663871021,2168003,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,7.369999886,Common Stock,2029663104,-23.70600412,0.272108588,-68.20535035,23667428.79,-2436648968,0,4756981760,0,,1548840000,,8.25,10.311,9.9889,10.5263,-9.9,-38.58,,,
LKQ US Equity,501889208,US5018892084,2971029,Consumer Discretionary,Distributors,Distributors,34.38999939,Common Stock,10546693120,9.696966415,25.51094842,9.627027318,3049501,444874992,0,3307639040,0,,7952820096,,33.0625,32.6194,32.3286,30.2087,3.15,7.30,,,
TPX US Equity,88023U101,US88023U1016,2216991,Consumer Discretionary,Household Durables,Home Furnishings,75.62999725,Common Stock,4607492608,32.5446818,25.3397366,6.296550431,1648284.095,87700000,0,157500000,0,182100000,3172699968,,60.236,59.3758,59.331,63.9273,23.24,24.66,,,
TROV US Equity,897238309,US8972383090,B8FG9W3,Health Care,Biotechnology,Biotechnology,5.630000114,Common Stock,168122048,24.28255748,54.67032836,-29.71285951,390893.4444,-30559381,24180,40553448,606000,,306159,,5.009,4.9112,4.9125,4.9667,11.71,40.05,,,
WLK US Equity,960413102,US9604131022,B01ZP20,Materials,Chemicals,Commodity Chemicals,45.74000168,Common Stock,5960210432,8.671897155,1.416288826,-26.51391102,1165850.746,549133000,0,3439162880,0,,4236051072,,44.6755,44.2176,45.6084,48.8753,0.84,-8.48,,,
NNI US Equity,64031N108,US64031N1081,2196190,Financials,Consumer Finance,Consumer Finance,40.40999985,Common Stock,1716656256,21.7535448,25.27501319,4.505575731,73973.22222,251487000,0,1878253952,0,,1187884992,,38.0645,36.1288,37.8517,35.5795,1.87,-3.26,,,
XCOM US Equity,9.84E+304,US98415E3009,BYM32V9,Information Technology,Communications Equipment,Communications Equipment,2.210000038,Common Stock,38044528,135.1063876,-45.43210039,,301571.0476,,,-480851008,484544000,0,,,1.0816,1.2784,2.0047,#N/A N/A,99.1,-15.00,,,
NSR US Equity,64126X201,US64126X2018,B0C8R66,Information Technology,IT Services,Data Processing & Outsourced Services,25.19000053,Common Stock,1373195648,9.23677848,2.481694924,-13.40666758,603975.619,153686000,0,801761984,0,,1126665984,,24.208,23.8112,24.2972,24.3413,1.45,7.24,,,
MRLN US Equity,571157106,US5711571068,2122883,Financials,Diversified Financial Services,Specialized Finance,18.36000061,Common Stock,230223952,13.68421699,19.4456726,37.06474716,21625.46032,15881000,0,152476000,0,16289000,90766000,,17.3435,15.9954,15.2569,15.5628,2.46,25.30,,,
