EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
CORT US Equity,218352102,US2183521028,B00SCY1,Health Care,Pharmaceuticals,Pharmaceuticals,3.819999933,Common Stock,415524096,4.657529683,-23.60000134,15.40785496,287936.0656,-11262000,0,13477000,0,,44332000,20.62,3.707,4.0206,4.2354,4.8269,-3.54,-27.65,,,
CKEC US Equity,143436400,US1434364006,2845469,Consumer Discretionary,Media,Movies & Entertainment,21.94000053,Common Stock,539684608,-1.082054859,-8.008384976,-29.79199829,202839.6393,-448000,0,289771008,0,-105842000,804368000,38.56,20.8215,21.7548,22.5305,23.8952,10.53,0.41,,,
VRNT US Equity,92343X100,US92343X1000,2849193,Information Technology,Software,Application Software,35.52999878,Common Stock,2211876864,-2.95001861,-33.37709064,-41.63449893,604577.6066,5774000,0,1063796992,0,,1161124992,-6.13,33.6005,36.8974,41.1478,49.1013,3.62,-24.16,,,
VSI US Equity,9.28E+105,US92849E1010,B55C7L5,Consumer Discretionary,Specialty Retail,Specialty Stores,27.59000015,Common Stock,711476032,-9.332895577,-22.93295883,-34.92924726,454420.4098,53171000,0,475300992,0,603000,1266548992,11.17,29.4285,30.552,30.9465,33.8795,-11.26,-9.54,,,
BCBP US Equity,55298103,US0552981039,2848253,Financials,Banks,Regional Banks,9.829999924,Common Stock,106573192,-6.112706084,-11.79653633,-13.47238097,13228.5082,7030000,917000,123544000,10000000,,74445000,1.42,10.022,10.2856,10.3642,10.9649,-1.21,-10.89,,,
MACK US Equity,590328100,US5903281005,B72XX62,Health Care,Biotechnology,Biotechnology,5.789999962,Common Stock,671990720,-6.158834842,-42.61645318,-45.98880767,1542062.279,-147787000,0,-183928000,0,,89258000,50.54,5.6935,6.5084,7.8298,9.3356,4.51,-38.47,,,
CVGW US Equity,128246105,US1282461052,2859200,Consumer Staples,Food Products,Packaged Foods & Meats,53.56000137,Common Stock,931944000,3.497587195,-6.608321479,29.67974195,201480.918,27199000,0,184971008,0,-19043000,856824000,5.74,51.0073,50.5811,50.934,51.6569,5.14,-5.34,,,
SBRA US Equity,78573L106,US78573L1061,B5NLBP6,Financials,Real Estate Investment Trusts (REITs),Health Care REITs,19.91500092,REIT,1298234752,11.40304214,-12.76552511,-34.0766198,545082.6721,79383000,10242000,1053712000,58000,0,238864000,1.62,17.5055,18.855,20.0021,22.8581,9.79,-1.09,,,
RGC US Equity,758766109,US7587661098,2866824,Consumer Discretionary,Media,Movies & Entertainment,19.69000053,Common Stock,3087431424,14.14493063,6.024616896,-13.80055854,1428802.213,153200000,0,-877800000,0,,3127299968,6.94,18.4335,18.1156,18.6167,19.2357,1.49,6.28,,,
DDE US Equity,260095104,US2600951048,2857486,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,1.120000005,Common Stock,36805072,23.07692005,8.737867561,-1.754384314,17479.96721,1873000,0,115008000,0,,182946000,-4.55,1.0331,0.9788,1.0111,1.0126,4.67,5.66,,,
AMRC US Equity,2.36E+111,US02361E1082,B3SWPT2,Industrials,Construction & Engineering,Construction & Engineering,5.139999866,Common Stock,239101968,-5.688072544,-9.347446255,-17.89137894,67753.90164,10635000,0,287233984,0,,638124984,-6.1,4.8085,5.378,5.956,6.3084,8.21,-24.74,,,
POM US Equity,713291102,US7132911022,2971698,Utilities,Electric Utilities,Electric Utilities,26.18000031,Common Stock,6639697920,-1.874062947,16.47229678,0.61593069,2172728.033,318000000,,4413000192,183000000,3377999872,5023000064,#N/A N/A,26.5115,26.3084,26.2996,26.09,-1.39,3.04,,,
FBMS US Equity,318916103,US3189161033,2184300,Financials,Banks,Regional Banks,18.00012589,Common Stock,97257536,5.183856882,2.492160444,28.49697978,9691.423729,8799000,342000,103436000,17123000,,47791000,-13.41,17.2732,17.5452,17.1908,16.9728,-0.5,0.33,,,
CPSI US Equity,205306103,US2053061030,2872122,Health Care,Health Care Technology,Health Care Technology,56.65999985,Common Stock,760241216,9.075175535,26.47391567,13.56363257,176972.3115,18343444,0,75366000,0,-2310000,182173464,-5.2,55.995,52.1638,47.9763,48.9557,1.32,17.61,,,
CME US Equity,12572Q105,US12572Q1058,2965839,Financials,Diversified Financial Services,Specialized Finance,91.44000244,Common Stock,30944745472,1.769620472,0.949560754,0.427219786,1887799.393,1247000000,0,20551800832,0,7267200000,3326800064,3.75,90.939,89.5684,92.0662,93.4897,-0.58,-2.88,,,
NXST US Equity,65336K103,US65336K1034,2949758,Consumer Discretionary,Media,Broadcasting,44.68000031,Common Stock,1369567232,-0.518357671,-2.89890306,-16.64917155,657705.3443,76383000,0,80674000,0,0,901872000,1.12,40.0588,47.6131,51.3782,52.006,8.98,-23.24,,,
CYNO US Equity,232577205,US2325772059,B0T4N70,Health Care,Health Care Equipment & Supplies,Health Care Equipment,40.66999817,Common Stock,924254528,12.34805887,28.5398197,33.69493119,204160.6721,15806000,0,404401984,0,,339462000,8,37.343,38.9494,38.0856,37.1046,4.15,-3.30,,,
CEVA US Equity,157210105,US1572101053,2986937,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,19.61000061,Common Stock,400888224,-15.29157264,1.870133041,-1.506776692,145199.5082,6267000,0,186095008,0,-1628000,59499000,16.4,19.1198,21.4343,22.7654,20.8744,2.72,-22.76,,,
CYTK US Equity,23282W605,US23282W6057,BBBSBJ5,Health Care,Biotechnology,Biotechnology,6.300000191,Common Stock,244737808,-18.18181368,-8.95953582,-18.28793567,481067.1803,-37501000,0,68590000,0,,28658000,2.92,6.866,8.442,9.1013,7.8927,-6.53,-46.70,,,
BDSI US Equity,09060J106,US09060J1060,2820165,Health Care,Pharmaceuticals,Pharmaceuticals,3.880000114,Common Stock,204341408,-4.19753255,-42.51851682,-74.12470728,1170806.59,-65488962,,19699906,2093.155029,,18569254,-15,3.8913,4.1489,4.9865,6.3059,-3.72,-36.70,,,
FORM US Equity,346375108,US3463751087,2891826,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,7.599999905,Common Stock,442017632,-8.54392875,14.28571121,-22.60692321,241989.9344,-1523000,0,294680992,0,-3281000,282358000,-2.15,7.072,7.8756,8.0588,7.8776,8.73,-12.74,,,
SAFT US Equity,78648T100,US78648T1007,2958538,Financials,Insurance,Property & Casualty Insurance,55.31000137,Common Stock,834744000,-0.737140993,7.839547104,-0.564432741,70798.98361,-13853000,0,644499008,0,-4430000,797953008,2.29,56.1135,55.4708,55.9138,56.091,-1,-0.01,,,
RRGB US Equity,75689M101,US75689M1018,2966144,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,65.09999847,Common Stock,887339776,5.442171533,-17.37530433,-22.00791,233778.3443,47704000,0,374311008,0,,1257592000,0.53,61.9,61.1238,66.309,75.1761,3.14,-3.53,,,
CAPR US Equity,14070B101,US14070B1017,BGPGP21,Health Care,Biotechnology,Biotechnology,2.455625057,Common Stock,39916148,-8.029026702,-48.41124077,-57.80713085,22092.11475,-11439282,0,1925666,0,,5796151,10.43,2.4868,2.5913,3.3612,4.0953,1.05,-41.81,,,
STX US Equity,,IE00B58JVZ52,B58JVZ5,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",31.36000061,Common Stock,9295793152,10.1046973,-36.76142077,-45.73897869,5379434.705,628000000,0,1820999936,0,,12167999744,8.71,30.898,31.8957,35.0589,42.5638,-2.7,-11.00,,,
INBK US Equity,320557101,US3205571017,B0406N0,Financials,Banks,Regional Banks,26.12000084,Common Stock,117052784,-2.537307527,-16.30276116,61.71225844,16783.37705,8929000,0,104330000,0,,51588000,-7.95,25.712,26.542,28.8234,28.503,1.4,-18.84,,,
NPO US Equity,29355X107,US29355X1072,2951292,Industrials,Machinery,Industrial Machinery,51.88000107,Common Stock,1138556032,16.66291802,9.794976803,-20.19828446,154205.0656,-20900000,0,459800000,0,,1204400000,11.58,43.949,43.4206,45.6835,48.9661,17,3.47,,,
SJM US Equity,832696405,US8326964058,2951452,Consumer Staples,Food Products,Packaged Foods & Meats,127.5699997,Common Stock,15266928640,-0.063371292,9.571560685,13.12563542,958831.2459,407400000,0,7325499904,0,,7450700032,1.7,127.2925,124.4138,121.4162,117.0581,0.56,5.82,,,
EEQ US Equity,29250X103,US29250X1037,2020341,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,16.69000053,Common Stock,1266961536,-0.928503865,-37.26523283,-50.99037974,485627.4366,-512400000,0,133300000,0,,,10.53,15.2457,16.7322,19.8498,23.5067,1.46,-30.68,,,
SPOK US Equity,84863T106,US84863T1060,BNZB473,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,17.71999931,Common Stock,366025760,-1.610221609,8.866549013,-1.200814689,89603.11475,84234000,0,333552992,0,0,189627000,0.2,17.3585,17.2438,17.4834,17.0942,0.91,-4.06,,,
MGNX US Equity,556099109,US5560991094,BFDV8K0,Health Care,Biotechnology,Biotechnology,15.97999954,Common Stock,551727232,-20.61599499,-39.35484132,-53.77495029,284301.5246,-20140000,0,313336992,0,,100854000,18.52,17.0725,22.5816,26.6513,29.2623,-8.74,-53.79,,,
WHG US Equity,961765104,US9617651040,2958293,Financials,Capital Markets,Asset Management & Custody Banks,49.59000015,Common Stock,427865856,4.620250119,-8.784393651,-17.57960526,23547.16393,27105000,0,133967000,0,-11042000,130936000,19.65,46.7615,48.1986,52.6322,55.03,1.83,-14.08,,,
RNG US Equity,76680R206,US76680R2067,BDZCRX3,Information Technology,Software,Application Software,18.5,Common Stock,1332128384,-15.21539753,7.495647787,17.31134726,739821.4426,-32099000,0,110132000,0,,296228000,-14.08,18.481,20.9656,21.0571,19.6009,-1.28,-19.25,,,
WYNN US Equity,983134107,US9831341071,2963811,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,82.48000336,Common Stock,8392332288,23.27642293,11.42357267,-40.77369019,4551827.098,259080000,0,-111979000,0,36357000,4075882944,13.7,70.64,66.0736,66.5496,78.9736,3.71,32.25,,,
SITO US Equity,82988R203,US82988R2031,BYX05B0,Information Technology,Software,Application Software,2.789999962,Common Stock,47869480,11.59999847,-27.9069756,,38200.95082,-4380021,0,5229600,0,,19175154,-10.21,2.631,2.3413,2.7692,3.359,2.2,3.72,,,
HNNA US Equity,425885100,US4258851009,2965033,Financials,Capital Markets,Asset Management & Custody Banks,25.40999985,Common Stock,128714408,-9.117268169,3.239308497,10.70519766,11231.90164,12973000,0,26698000,0,9878000,48158000,4.05,26.6865,27.7257,28.1801,24.8069,-1.32,-13.64,,,
NCT US Equity,65105M603,US65105M6030,BRS67K7,Financials,Real Estate Investment Trusts (REITs),Mortgage REITs,3.519999981,REIT,234033008,-1.123594452,-23.88514912,-18.849902,404554.7869,18439000,5580000,162409968,61583024,,389258000,26.24,3.37,3.5688,4.0561,4.4426,3.83,-16.67,,,
RUSHA US Equity,781846209,US7818462092,2966876,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,17.34000015,Common Stock,701704448,-9.2146607,-32.05329216,-37.91621925,272737.377,66053000,0,844897024,0,188987008,4979732992,7.93,17.288,18.8962,21.6533,23.6619,3.09,-28.73,,,
DKS US Equity,253393102,US2533931026,2969637,Consumer Discretionary,Specialty Retail,Specialty Stores,42.47000122,Common Stock,4883295232,8.67451185,-14.73865701,-20.58190638,2094198.852,356935000,0,1723305984,0,27723000,7190919808,9.41,39.406,37.3158,40.0216,45.7774,8.01,9.21,,,
TZOO US Equity,89421Q205,US89421Q2057,BGDFSM1,Information Technology,Internet Software & Services,Internet Software & Services,7.849999905,Common Stock,115634064,-3.205915697,-18.22917091,-22.12301623,63236.27869,12527000,0,21387000,0,1231000,136335000,4.1,7.445,7.7538,8.3336,9.2964,3.29,-7.65,,,
BANC US Equity,05990K106,US05990K1060,BCD47X4,Financials,Banks,Regional Banks,15.32999992,Common Stock,587839488,1.523175738,25.99289649,45.69158436,273741.3279,62072000,9823000,651404992,1000000,-46565000,486557000,13.24,15.015,14.6212,14.1519,13.5881,3.09,2.94,,,
HALO US Equity,40637H109,US40637H1095,2975098,Health Care,Biotechnology,Biotechnology,8.130000114,Common Stock,1049269184,-7.613637066,-53.43642302,-46.05175661,1567843.623,-32231000,0,42999000,0,0,135057000,14.79,7.935,11.2436,13.5364,16.6186,-0.73,-54.33,,,
PFS US Equity,74386T105,US74386T1051,2171603,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,18.59000015,Common Stock,1223124096,-4.460640053,-0.117180186,5.725048094,225547.9016,83722000,0,1196065024,0,-65742000,347003000,6.94,18.63,18.9834,19.73,19.3722,-0.91,-10.13,,,
GALT US Equity,363225202,US3632252025,B7ZN8B9,Health Care,Biotechnology,Biotechnology,1.279999971,Common Stock,36763064,-9.219858036,-42.08145026,-62.35294307,110719.0984,-19087000,867000,10648500,9137500,,0,17.21,1.1685,1.3931,1.9056,2.2178,8.47,-36.00,,,
CBIO US Equity,14888D109,US14888D1090,BYY8NY2,Health Care,Biotechnology,Biotechnology,2.00999999,Common Stock,22970246,-9.049775757,-82.96610205,-82.60941259,40067.44262,,,36206000,0,,,-20,2.129,2.3456,2.9918,9.0173,-5.63,-33.00,,,
SAIA US Equity,78709Y105,US78709Y1055,2982399,Industrials,Road & Rail,Trucking,26.25,Common Stock,661139776,22.72090112,-30.09320763,-42.97197329,291608.6557,55016000,0,427888992,0,67417000,1221311008,7.65,25.4095,22.8803,24.5835,31.7284,-2.16,7.10,,,
PRAA US Equity,69354N106,US69354N1063,BSHZ3P9,Financials,Consumer Finance,Consumer Finance,24.39999962,Common Stock,1127793408,-17.98319456,-54.2127994,-51.28768308,720959.0164,168131000,0,800492992,0,248430000,949678992,29.87,26.7895,30.5354,38.2592,48.2758,-10.98,-40.93,,,
KMX US Equity,143130102,US1431301027,2983563,Consumer Discretionary,Specialty Retail,Automotive Retail,46.25999832,Common Stock,9054438400,4.708008153,-24.16393718,-31.0683983,3621602.459,625539000,0,2911755008,0,,14957961984,8.26,44.675,47.4396,52.4967,58.955,0.89,-19.27,,,
XEC US Equity,171798101,US1717981013,2987521,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,84.02999878,Common Stock,7967712256,-9.471757618,-23.71207109,-22.92592164,1726108.967,-2408947968,0,2797678080,0,9099000,1452619008,13.66,85.081,85.795,100.7712,105.3384,-4.4,-29.26,,,
DLB US Equity,25659T107,US25659T1079,B04NJM9,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,39.5,Common Stock,3981444352,10.04617342,22.12625854,-1.218010254,449623.3934,170272000,0,1803495936,0,,973986016,9.58,37.8685,34.913,34.6648,35.3269,0.64,14.60,,,
IPCC US Equity,45665Q103,US45665Q1031,2313739,Financials,Insurance,Property & Casualty Insurance,74.76000214,Common Stock,827681024,-5.831965347,-2.22320673,-1.462923773,54420.40984,51483000,0,687595008,0,-33926000,1484012000,5.27,78.468,79.1432,80.6754,78.7136,-6.86,-12.12,,,
PGRE US Equity,69924R108,US69924R1086,BSL7HC6,Financials,Real Estate Investment Trusts (REITs),Office REITs,15.11999989,REIT,3207135488,-7.804876602,-7.009764042,-15.62547548,870760.6066,21143000,0,3761017088,0,2533000,662408000,4.4,15.1365,16.4798,17.1969,17.3833,0.53,-17.31,,,
REED US Equity,758338107,US7583381071,B1LJ7G7,Consumer Staples,Beverages,Soft Drinks,5.050000191,Common Stock,66396464,6.315793489,-4.716980962,-6.481479601,37667.21311,-4642000,,923890,94110,,44529000,-10.19,4.828,5.0646,5.0477,5.4077,0.2,1.41,,,
MGCD US Equity,552768103,US5527681036,B8F09K3,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6.880000114,Common Stock,29839054,0.291544906,32.31087816,-4.311542981,6747.85,3976000,0,19927000,0,-3342000,37467000,-9.83,6.7153,6.7093,6.7378,6.2756,-1.15,1.62,,,
EVER US Equity,29977G102,US29977G1022,B64D2M2,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,13.02000046,Common Stock,1628858496,-7.039492346,-33.65375642,-26.63742,631252.3115,130526000,10125000,1718321024,150000000,-233328992,1094622992,15.46,13.138,14.2122,16.2002,17.8596,0.93,-24.22,,,
ACOR US Equity,00484M106,US00484M1062,2925844,Health Care,Biotechnology,Biotechnology,32.70999908,Common Stock,1411612160,-11.16241348,2.314669337,-3.33924664,668775.377,11058000,0,603025024,0,10018000,492659008,-19.87,35.08,38.2342,36.9208,34.5166,-6.11,-14.35,,,
ACTG US Equity,3881307,US0038813079,2169589,Industrials,Professional Services,Research & Consulting Services,3.160000086,Common Stock,160327056,-15.50801931,-66.18836876,-73.68266066,818790.3443,-157478000,0,310211008,0,-74840000,125037000,27.18,3.615,3.8547,5.4064,7.3642,-18.13,-46.53,,,
EQIX US Equity,29444U700,US29444U7000,BVLZX12,Financials,Real Estate Investment Trusts (REITs),Specialized REITs,303.6900024,REIT,20962328576,-2.215283099,17.7782104,44.6194211,1086756.787,187774000,0,2745385984,0,39472000,2725867072,8.44,293.705,298.2006,294.8694,282.5917,1.29,3.01,,,
MOH US Equity,60855R100,US60855R1005,2212706,Health Care,Health Care Providers & Services,Managed Health Care,62.04000092,Common Stock,3486586112,12.98488634,-16.82530639,-2.590670037,880250.3443,143367000,0,1556999936,0,-18000000,14072376064,2.92,57.3565,57.5758,60.3952,66.4378,-1.04,2.95,,,
NPTN US Equity,64051T100,US64051T1007,B3TMC78,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,10.96000004,Common Stock,444135648,22.1850581,51.38122078,197.8260826,596256.6721,4854000,0,210420992,0,,329298000,30,9.7855,9.4934,9.1908,8.664,9.6,5.59,,,
HSON US Equity,443787106,US4437871068,B828N64,Industrials,Professional Services,Human Resource & Employment Services,2.589999914,Common Stock,89798184,-4.074078947,0.387596541,-5.474456016,26230.80328,552000,0,64065000,0,-4476000,493764992,-10.31,2.6425,2.701,2.5752,2.4895,-2.26,8.82,,,
RTRX US Equity,761299106,US7612991064,B95XCC2,Health Care,Biotechnology,Biotechnology,14.22999954,Common Stock,519520928,-4.943224526,-48.10357585,0.494348133,513284,117236988,0,299971008,0,,99891800,-6.18,14.615,16.7022,18.2798,24.0519,-3.92,-36.33,,,
SHLD US Equity,812350106,US8123501061,2634805,Consumer Discretionary,Multiline Retail,Department Stores,17.46999931,Common Stock,1863860096,3.067837917,-34.5202432,-49.01073321,711578.3115,-1128000000,0,-1956000000,0,,25145999872,-16.16,16.877,18.0286,20.4572,23.8515,2.52,-21.06,,,
DTSI US Equity,23335C101,US23335C1018,2641106,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,23.67000008,Common Stock,408619616,6.238776242,-10.7802508,-19.68102943,78191.2459,2487000,0,214799008,0,,134249000,-6.28,22.476,22.1602,24.7348,26.9505,1.59,-8.01,,,
BCLI US Equity,1.05E+205,US10501E2019,BQQFDM3,Health Care,Biotechnology,Biotechnology,2.319999933,Common Stock,42916032,-6.072878285,-23.68421176,-45.41176628,120007.4262,-9834000,0,15521000,0,,0,16.09,2.296,2.4495,2.6074,2.9618,-1.28,-15.33,,,
BPTH US Equity,09057N102,US09057N1028,B0PZN77,Health Care,Pharmaceuticals,Pharmaceuticals,1.779999971,Common Stock,159777904,27.14285726,61.81817571,-3.78378657,66654.27869,-5605662,0,11191436,0,,0,46.33,1.4835,1.4158,1.455,1.3278,14.84,12.66,,,
AHT US Equity,44103109,US0441031095,2310116,Financials,Real Estate Investment Trusts (REITs),Hotel & Resort REITs,5.53000021,REIT,527972096,-0.539563548,-25.85136364,-40.68628316,825590.5574,307541992,33962000,417188192,393897792,0,1336965984,18.14,5.23,5.5118,6.1277,7.029,0.55,-19.90,,,
CVCO US Equity,149568107,US1495681074,2787022,Consumer Discretionary,Household Durables,Homebuilding,81.13999939,Common Stock,723130496,-3.243502505,13.40320885,13.22913096,67361.86885,27506000,0,344179008,0,,676307008,14.09,77.977,80.0398,83.0032,77.9226,2.22,-12.47,,,
MICT US Equity,595117102,US5951171025,B8J8BM9,Industrials,Aerospace & Defense,Aerospace & Defense,2,Common Stock,11730442,0.502512081,-16.3179953,-39.39393852,1095.333333,-3189000,0,11224000,0,,27652000,-7.41,1.9481,2.0049,2.2591,2.676,-13.42,-6.03,,,
LMAT US Equity,525558201,US5255582018,B1G6TJ0,Health Care,Health Care Equipment & Supplies,Health Care Equipment,14.72999954,Common Stock,266854992,0.890405187,11.73288281,96.13388838,149685.0164,7758000,0,77884000,0,473000,78352000,6.08,13.4855,14.8854,14.4699,13.2934,17.84,-4.54,,,
GOOD US Equity,376536108,US3765361080,2918479,Financials,Real Estate Investment Trusts (REITs),Diversified REITs,14.88000011,REIT,335545664,5.003974983,8.842012879,-9.948120222,137458.1148,3596000,4094000,180120992,53750000,0,83766000,11.29,14.179,14.1786,14.6392,15.2858,1.36,4.80,,,
TFSL US Equity,87240R107,US87240R1077,B1W8J67,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,16.89999962,Common Stock,4876619776,-3.151868885,-0.457149938,22.36671688,368008.8197,73798000,0,1702445056,0,,408596000,2.12,16.557,17.4284,17.8523,17.1409,0.18,-9.96,,,
PRSC US Equity,743815102,US7438151026,2918576,Health Care,Health Care Providers & Services,Health Care Services,47.50999832,Common Stock,730397440,7.004497047,5.978131566,3.282605047,94702.31148,16141000,2814000,235052992,77719000,,1900092000,7.88,44.988,45.7046,47.0237,46.6795,2.55,-1.88,,,
AMCX US Equity,00164V103,US00164V1035,B4MG4Z6,Consumer Discretionary,Media,Cable & Satellite,65.54000092,Common Stock,4744718336,-9.960159237,-9.450119643,-8.997495181,831900.8361,381704000,0,-39277000,0,24107000,2580934976,-1.71,66.5515,71.611,74.2983,76.0291,-4.66,-19.39,,,
OGEN US Equity,684023203,US6840232036,2897200,Health Care,Biotechnology,Biotechnology,1.059999943,Common Stock,38666188,2.912618662,-53.09734747,-7.826090021,31499.96721,-10715496,0,1503253,0,,1156111,-13.46,0.948,1.1425,1.2359,1.5557,-1.85,-29.33,,,
ALNY US Equity,02043Q107,US02043Q1076,B00FWN1,Health Care,Biotechnology,Biotechnology,58.56999969,Common Stock,4986568192,-15.04206902,-43.08619414,-42.31261657,1030123.803,-290073000,0,1264713984,0,14947000,41097000,8.22,61.821,74.5444,84.1825,99.8272,-6.56,-43.72,,,
MNRK US Equity,60907Q100,US60907Q1004,2920850,Financials,Banks,Regional Banks,15.19999981,Common Stock,198278944,-5.525241706,35.56058204,36.58500983,32632.44262,13406608,0,117633000,0,,132509274,8.99,14.9415,16.1453,14.233,12.8239,2.49,16.94,,,
WLL US Equity,966387102,US9663871021,2168003,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,4.010000229,Common Stock,819584576,-45.44217305,-79.25504271,-88.1466154,19469218.44,-2219267960,0,4750603776,0,,2092481984,105.67,5.1295,6.733,11.9471,18.4238,-13.2,-75.71,,,
LKQ US Equity,501889208,US5018892084,2971029,Consumer Discretionary,Distributors,Distributors,27.60000038,Common Stock,8451233792,0.729929802,-7.969321133,12.30925544,1673572.426,423223000,0,3114682112,0,123885000,7192633088,13.39,26.0475,26.9816,28.0299,29.0131,6.15,-6.41,,,
TPX US Equity,88023U101,US88023U1016,2216991,Consumer Discretionary,Household Durables,Home Furnishings,57.66999817,Common Stock,3600042240,-4.424928699,-21.02163678,0.278212228,1174092.016,74700000,0,290200000,0,183200000,3151200000,3.6,56.4975,61.7156,69.4136,69.6636,0.03,-27.46,,,
TROV US Equity,897238309,US8972383090,B8FG9W3,Health Care,Biotechnology,Biotechnology,5.150000095,Common Stock,153071408,41.48351503,-13.44537377,-8.849557373,703741.9672,-24773244,24180,54252416,606000,,289643,-13.25,4.35,4.5496,4.9792,6.7383,12.45,-20.28,,,
