EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
CBIO US Equity,14888D109,US14888D1090,BYY8NY2,Health Care,Biotechnology,Biotechnology,1.539999962,Common Stock,17602366,9.219858036,-48.66666794,-87.25728471,21040.79688,,,27989000,0,,,-1.3,1.433,1.5552,1.856,3.6454,12.41,-23.38,,,
SAIA US Equity,78709Y105,US78709Y1055,2982399,Industrials,Road & Rail,Trucking,26.06999969,Common Stock,656606272,-9.854773077,6.364746844,-36.32144463,305228.3438,52986000,0,438768000,0,69078000,1218200000,-3.57,25.8495,27.416,25.8266,27.4395,2.68,-0.69,,,
PRAA US Equity,69354N106,US69354N1063,BSHZ3P9,Financials,Consumer Finance,Consumer Finance,27.51000023,Common Stock,1274503040,-17.08860767,-33.40595663,-51.53276772,543433.5,142849000,0,864867968,0,253630000,920568992,-12.25,27.571,29.4474,28.9226,38.1842,2.34,12.75,,,
KMX US Equity,143130102,US1431301027,2983563,Consumer Discretionary,Specialty Retail,Automotive Retail,53.65999985,Common Stock,10382094336,1.340885881,-6.35252956,-24.46509128,2550539.813,623428008,0,2904785920,0,,15149675008,-8.63,51.829,51.953,49.2448,53.5898,1.46,16.00,,,
XEC US Equity,171798101,US1717981013,2987521,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,116.2799988,Common Stock,11025089536,6.871124979,-2.046213561,1.203716176,1138885.453,-2180137984,0,2614330880,0,,1332217024,2.61,114.5145,107.5226,97.0287,102.9429,-1.06,38.48,,,
DLB US Equity,25659T107,US25659T1079,B04NJM9,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,47.45000076,Common Stock,4757537280,-0.070646918,38.02800221,22.68627603,401313.5625,179285000,0,1845361024,0,,976376000,0.84,45.6965,44.209,40.397,36.9892,3,20.45,,,
IPCC US Equity,45665Q103,US45665Q1031,2313739,Financials,Insurance,Property & Casualty Insurance,77.93000031,Common Stock,861635456,-2.781940188,-7.770693203,10.24584375,55940.8125,48037000,0,691496000,0,-25500000,1487201984,4.18,77.302,78.0298,77.9041,79.3045,0.87,4.95,,,
PGRE US Equity,69924R108,US69924R1086,BSL7HC6,Financials,Real Estate Investment Trusts (REITs),Office REITs,16.37999916,REIT,3489538048,-1.916177171,-9.875087518,-8.65825505,996004.5625,25083000,0,3725824000,0,1819000,674100000,-2.09,16.6055,16.2894,16.0884,16.7919,0.74,8.99,,,
REED US Equity,758338107,US7583381071,B1LJ7G7,Consumer Staples,Beverages,Soft Drinks,3.339999914,Common Stock,44035664,-25.94235599,-32.93172889,-45.51386865,29553.54688,-5270000,,-675000,94000,,45280000,-26.05,4.03,4.4484,4.701,4.9033,-14.8,-33.86,,,
MGCD US Equity,552768103,US5527681036,B8F09K3,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6.099999905,Common Stock,26458866,12.75416038,-9.896603814,0.993376542,5743.238095,4513000,0,20112000,0,,37775000,6.89,5.6718,5.7199,6.2233,6.2744,4.63,-11.34,,,
EVER US Equity,29977G102,US29977G1022,B64D2M2,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,15.31999969,Common Stock,1918786304,2.038393892,-10.44172261,-15.64335561,512222.1094,144220000,10125000,1705902976,150000000,,1127682992,-3,14.4135,14.7752,14.2105,16.3442,2.07,18.18,,,
ACOR US Equity,00484M106,US00484M1062,2925844,Health Care,Biotechnology,Biotechnology,28.45000076,Common Stock,1310614016,10.05802841,-25.50405398,-6.660101082,804341.0469,13623000,0,684012032,0,-127000,508712008,-10.35,26.611,27.173,31.3381,33.0588,3.12,-13.02,,,
ACTG US Equity,3881307,US0038813079,2169589,Industrials,Professional Services,Research & Consulting Services,5.159999847,Common Stock,260051120,7.05393493,-12.69035566,-47.81113069,705600.0625,-153823000,0,302048000,0,,115548000,-14.73,4.83,4.3932,4.0028,5.7012,-0.96,63.29,,,
EQIX US Equity,29444U700,US29444U7000,BVLZX12,Financials,Real Estate Investment Trusts (REITs),Specialized REITs,362,REIT,25133326336,10.13713835,24.13323712,43.77919171,660452.8906,73995000,0,4819104768,0,,2926849088,7.11,345.9385,333.7816,317.4521,302.5563,2.05,20.51,,,
MOH US Equity,60855R100,US60855R1005,2212706,Health Care,Health Care Providers & Services,Managed Health Care,48.43000031,Common Stock,2740363008,-6.433535789,-19.63159367,-33.42039905,1159363.391,139226000,0,1590000000,0,15000000,15244253184,3.04,46.818,56.3136,57.4797,62.3293,2.78,-21.94,,,
NPTN US Equity,64051T100,US64051T1007,B3TMC78,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,9.010000229,Common Stock,373689728,-24.85404169,-13.19845733,8.55421713,839624.8281,5878000,0,220087008,0,,357200000,5.77,10.152,12.0234,10.9638,9.6756,-6.05,-17.79,,,
HSON US Equity,443787106,US4437871068,B828N64,Industrials,Professional Services,Human Resource & Employment Services,2.200000048,Common Stock,75340728,-14.39688308,-5.900492207,0.429075068,37446.85938,4691000,0,56037000,0,-5236000,440107000,-8.39,2.3105,2.4266,2.5585,2.5523,-0.45,-13.53,,,
RTRX US Equity,761299106,US7612991064,B95XCC2,Health Care,Biotechnology,Biotechnology,17.78000069,Common Stock,652112320,29.02758368,-20.44742558,-43.80530648,494578.5156,88798000,0,319232000,0,,111528000,0.17,15.9605,15.031,15.1629,18.5924,3.31,24.95,,,
SHLD US Equity,812350106,US8123501061,2634805,Consumer Discretionary,Multiline Retail,Department Stores,13.26000023,Common Stock,1416580736,-19.02289937,-40.08133424,-66.11916835,864822.1094,-1296000000,0,-2367000064,0,,24657999872,2.64,12.628,14.6555,15.8783,19.5812,10.78,-24.10,,,
DTSI US Equity,23335C101,US23335C1018,2641106,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,25.85000038,Common Stock,452086272,18.46929763,0.466384926,-18.53135596,70999.17188,-12818000,0,206818000,0,,149467000,2.32,23.093,22.3648,22.2676,24.4454,4.87,9.21,,,
BCLI US Equity,1.05E+205,US10501E2019,BQQFDM3,Health Care,Biotechnology,Biotechnology,2.220000029,Common Stock,41411968,-0.892856288,-18.97810143,-41.73228184,48862.4375,-8042000,0,12572000,0,,0,8.56,2.2255,2.3732,2.3718,2.6022,1.83,-4.31,,,
BPTH US Equity,09057N102,US09057N1028,B0PZN77,Health Care,Pharmaceuticals,Pharmaceuticals,2.710000038,Common Stock,243257376,17.31602187,71.5189851,125.8333275,212277.3594,-5959156,0,8046000,0,,0,-26.57,2.6725,2.6074,2.0752,1.7084,-3.9,52.25,,,
AHT US Equity,44103109,US0441031095,2310116,Financials,Real Estate Investment Trusts (REITs),Hotel & Resort REITs,5.03000021,REIT,481303072,-10.01788779,-25.65876564,-32.66896869,595270,-72534000,33962000,375790208,393897792,,1454502976,9.3,5.38,5.6478,5.5095,6.2192,1,-7.19,,,
CVCO US Equity,149568107,US1495681074,2787022,Consumer Discretionary,Household Durables,Homebuilding,99.31999969,Common Stock,885153088,13.26262622,7.141319271,36.93644198,102460.0469,28541000,0,353225984,0,,712352000,-5.66,93.1905,91.0162,86.087,83.2221,3.73,22.41,,,
MICT US Equity,595117102,US5951171025,B8J8BM9,Industrials,Aerospace & Defense,Aerospace & Defense,1.960124969,Common Stock,11523028,-7.541270033,-17.29430109,-40.42173276,5727,-2719000,0,11464000,0,,24389000,14.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-6.21,-1.99,,,
LMAT US Equity,525558201,US5255582018,B1G6TJ0,Health Care,Health Care Equipment & Supplies,Health Care Equipment,13.97000027,Common Stock,256757904,-15.48874374,-8.883320355,39.43170583,91147.17188,8555000,0,80624000,0,415000,79663000,2.15,15.292,15.42,14.8359,14.5012,-8.75,-4.55,,,
GOOD US Equity,376536108,US3765361080,2918479,Financials,Real Estate Investment Trusts (REITs),Diversified REITs,16.62999916,REIT,376060032,-0.450517876,19.78372434,5.742450547,119154.25,3755000,4098000,171958000,55600000,,85413000,2.32,16.9783,16.7159,15.5975,15.1895,0.48,14.30,,,
TFSL US Equity,87240R107,US87240R1077,B1W8J67,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,18.45000076,Common Stock,5293073408,3.072632157,-1.12799703,26.96670526,201231.5625,77408000,0,1690407040,0,,410902000,-6.15,18.1763,17.8599,17.4058,17.6565,0.22,9.81,,,
PRSC US Equity,743815102,US7438151026,2918576,Health Care,Health Care Providers & Services,Health Care Services,47.56000137,Common Stock,706766912,-4.574636381,-1.776119017,-1.040366179,116583.1406,-20700000,6131000,271478016,77576000,89935000,1798279968,-5.63,49.041,49.5254,47.8508,47.573,-1.9,0.11,,,
AMCX US Equity,00164V103,US00164V1035,B4MG4Z6,Consumer Discretionary,Media,Cable & Satellite,63.93999863,Common Stock,4646822912,-1.97762481,-21.36268534,-18.64104644,837353.5469,375092000,0,85904000,0,,2618832000,-5.51,65.39,65.2394,66.9552,71.1469,2.58,-2.44,,,
ALNY US Equity,02043Q107,US02043Q1076,B00FWN1,Health Care,Biotechnology,Biotechnology,71.72000122,Common Stock,6136401408,6.980907281,-31.07822131,-45.28949331,990242.3281,-342270000,0,1189051008,0,,29905000,-22.63,58.288,63.3038,64.5947,79.8523,24.06,22.45,,,
MNRK US Equity,60907Q100,US60907Q1004,2920850,Financials,Banks,Regional Banks,19.19000053,Common Stock,227925552,4.8705024,48.37010089,77.58982042,26576.26563,14013144,0,120939192,0,,131604802,-3.65,18.468,17.7624,16.7409,14.7212,0.1,26.88,,,
WLL US Equity,966387102,US9663871021,2168003,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,12.35000038,Common Stock,3108168448,2.916669846,-25.19684912,-62.56441421,29688668.58,-2284897960,0,4584726016,0,,1862330976,-25.02,11.1695,10.2178,8.2255,12.1053,11.26,207.98,,,
LKQ US Equity,501889208,US5018892084,2971029,Consumer Discretionary,Distributors,Distributors,33.06999969,Common Stock,10141877248,3.182528805,12.13970821,15.75078771,3040370.297,423860000,0,3234408960,0,,7340196992,-4.14,32.456,32.2976,29.8358,29.5738,2.51,19.82,,,
TPX US Equity,88023U101,US88023U1016,2216991,Consumer Discretionary,Household Durables,Home Furnishings,58.22000122,Common Stock,3546849536,-4.038234749,-26.76729406,-2.299041665,1391750.188,88700000,0,252400000,0,181100000,3132699968,-4.98,58.6095,59.1024,58.8532,67.1861,-0.65,0.95,,,
TROV US Equity,897238309,US8972383090,B8FG9W3,Health Care,Biotechnology,Biotechnology,5.269999981,Common Stock,157371792,31.09452751,-18.42105341,-51.91605874,530287.5,-30559381,24180,40553448,606000,,306159,-14.04,4.3918,4.8565,4.7527,5.2006,-0.38,2.33,,,
WLK US Equity,960413102,US9604131022,B01ZP20,Materials,Chemicals,Commodity Chemicals,44.13000107,Common Stock,5750417408,-11.7059812,-25.66529269,-36.47103326,975572.4219,643573992,0,3406525952,0,,4334992000,-2.74,44.984,46.5924,45.6586,50.9494,2.13,2.77,,,
