EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker,CUSIP,ISIN,SEDOL,GICS Sector,GICS Ind Name,GICS SubInd Name,Price:D-1,Sec Type,Market Cap,Total Return:M-1,Total Return:M-6,Total Return:Y-1,Average Volume:M-3,Inc Before XO Items T12M,Preferred Dividends T12M,Tot CE LF,Pref Eq LF,Deferred Tax Liab LF,Revenue T12M,NextMonthReturnt,MOV_AVG_20D,MOV_AVG_50D,MOV_AVG_100D,MOV_AVG_200D,Total Return:W-1,Total Return:M-3,,,
SAFT US Equity,78648T100,US78648T1007,2958538,Financials,Insurance,Property & Casualty Insurance,56.61000061,Common Stock,858112896,-1.083346037,-1.502452443,1.859746343,58386.30159,-13853000,0,644499008,0,-4430000,797953008,6.19,55.645,55.9202,55.5563,55.7014,2.07,1.60,,,
RRGB US Equity,75689M101,US75689M1018,2966144,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,64.86000061,Common Stock,915245888,1.821035845,-15.93000735,-16.71802401,209199.9524,47704000,0,374311008,0,,1257592000,-21.82,63.919,64.2114,62.7106,70.6142,-0.14,5.05,,,
CAPR US Equity,14070B101,US14070B1017,BGPGP21,Health Care,Biotechnology,Biotechnology,3.940000057,Common Stock,70732160,49.80988159,-5.063099741,-38.62928333,18736.14286,-12857339,0,-1031774,0,0,5517648,-19.04,3.3308,2.7941,2.7866,3.5407,-2.72,47.57,,,
STX US Equity,,IE00B58JVZ52,B58JVZ5,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",21.77000046,Common Stock,6497990656,-35.59171317,-40.7130905,-60.78595791,6791828.381,316000000,0,1683000064,0,,11432999936,7.05,28.9975,31.9606,32.1983,38.2118,-14.02,-23.57,,,
INBK US Equity,320557101,US3205571017,B0406N0,Financials,Banks,Regional Banks,24.79999924,Common Stock,111377392,2.310228842,-20.81117065,13.57375034,20458.69841,9298000,0,107830000,0,0,54486000,3.19,23.6445,23.9792,25.6944,28.3664,2.86,-7.23,,,
NPO US Equity,29355X107,US29355X1072,2951292,Industrials,Machinery,Industrial Machinery,58.58000183,Common Stock,1276769792,0.034153786,22.12515692,-12.63946284,139060.7619,-20900000,0,459800000,0,,1204400000,-13.31,58.1085,56.186,49.7287,48.6223,-1.79,32.20,,,
SJM US Equity,832696405,US8326964058,2951452,Consumer Staples,Food Products,Packaged Foods & Meats,126.9800034,Common Stock,15197511680,-2.308041598,10.02749775,11.95218027,923996.4762,407400000,0,7325499904,0,,7450700032,2.23,127.6065,128.088,125.886,120.2571,0.66,-0.53,,,
EEQ US Equity,29250X103,US29250X1037,2020341,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,21.19000053,Common Stock,1608562944,22.20300085,-17.62921764,-38.20724405,359431.8439,-512400000,0,133300000,0,,,6.01,18.4412,17.183,17.2273,20.7133,-0.7,25.78,,,
SPOK US Equity,84863T106,US84863T1060,BNZB473,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,16.98999977,Common Stock,350069376,-2.803202425,-4.214147849,-15.19841872,91617.46032,83761000,0,330091008,0,,186877000,4.04,16.897,17.0574,17.1425,17.0896,1.98,-4.94,,,
MGNX US Equity,556099109,US5560991094,BFDV8K0,Health Care,Biotechnology,Biotechnology,20.55999947,Common Stock,710070912,19.81351777,-34.29210973,-35.48792305,277258.7302,-20140000,0,313336992,0,,100854000,24.32,21.0805,18.5742,21.6212,25.9282,-8.05,2.14,,,
WHG US Equity,961765104,US9617651040,2958293,Financials,Capital Markets,Asset Management & Custody Banks,57.54999924,Common Stock,504130016,-2.225622426,-0.782683339,-6.565851466,23374.31746,25017000,0,129011000,0,-11178000,130457000,-0.4,58.9495,56.5844,52.7261,54.8336,-5.05,22.63,,,
RNG US Equity,76680R206,US76680R2067,BDZCRX3,Information Technology,Software,Application Software,19.07999992,Common Stock,1378105984,26.2739931,3.023755141,8.163268616,860286.2698,-28101000,0,111129000,0,,307975000,3.46,17.71,17.1178,19.4784,19.408,1.33,-12.56,,,
WYNN US Equity,983134107,US9831341071,2963811,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,88.30000305,Common Stock,8984516608,-6.203522813,28.07449648,-16.93224526,4222621.714,259080000,0,-111979000,0,36357000,4075882944,9.53,94.805,89.9268,76.9342,76.3737,-8.02,31.98,,,
SITO US Equity,82988R203,US82988R2031,BYX05B0,Information Technology,Software,Application Software,3.019999981,Common Stock,51815712,11.43911212,-17.26027666,,37412.44444,-4380021,0,5229600,0,,19175154,-1,2.7521,2.6937,2.5137,3.1439,10.02,20.80,,,
HNNA US Equity,425885100,US4258851009,2965033,Financials,Capital Markets,Asset Management & Custody Banks,30.79999924,Common Stock,156017472,12.69666785,12.22995661,59.89133505,7104.126984,12973000,0,26698000,0,9878000,48158000,8.24,28.268,27.095,27.8422,26.5265,5.23,10.16,,,
NCT US Equity,65105M603,US65105M6030,BRS67K7,Financials,Real Estate Investment Trusts (REITs),Mortgage REITs,4.340000153,REIT,289280928,3.573091046,-4.825604254,-9.021380278,266225.746,20908000,5580000,148795968,61583024,0,391747000,3.46,4.2595,4.032,3.8517,4.2811,0.23,25.39,,,
RUSHA US Equity,781846209,US7818462092,2966876,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,19.69000053,Common Stock,799156608,8.068064084,-19.30327524,-26.39252137,230561.6032,51667000,0,852198016,0,188987008,4857038016,11.83,17.9535,17.8462,18.6996,21.8345,8.43,3.09,,,
DKS US Equity,253393102,US2533931026,2969637,Consumer Discretionary,Specialty Retail,Specialty Stores,46.34000015,Common Stock,5300962304,-1.863619325,6.223586791,-14.51731025,1733046.556,330392000,0,1789186944,0,289000,7270964864,-7.42,45.8615,45.217,41.0041,44.221,0.48,18.97,,,
TZOO US Equity,89421Q205,US89421Q2057,BGDFSM1,Information Technology,Internet Software & Services,Internet Software & Services,7.630000114,Common Stock,110777336,-3.661615645,-15.03340197,-43.48148063,51281.20635,12667000,0,21876000,0,1107000,134647000,6.16,7.928,7.9601,7.8697,8.4339,-5.92,-5.92,,,
BANC US Equity,05990K106,US05990K1060,BCD47X4,Financials,Banks,Regional Banks,20.35000038,Common Stock,893000640,20.55688029,62.56370648,65.83107418,700694.5556,69185000,13488000,556521984,311008000,-46565000,515996008,-1.43,18.7235,17.0152,15.7502,14.3792,1.95,35.78,,,
HALO US Equity,40637H109,US40637H1095,2975098,Health Care,Biotechnology,Biotechnology,10.55000019,Common Stock,1361949312,18.14109552,-25.44169276,-31.71520828,1877206.841,-32231000,0,42999000,0,0,135057000,-4.64,11.289,9.7768,11.0774,14.4396,-12.01,19.89,,,
PFS US Equity,74386T105,US74386T1051,2171603,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,19.97999954,Common Stock,1317857024,-0.991084043,-3.363518813,12.21218932,214890.6984,84893000,0,1214121984,0,-65742000,351461000,3.15,20.2525,19.7628,19.4719,19.6276,-2.87,2.68,,,
GALT US Equity,363225202,US3632252025,B7ZN8B9,Health Care,Biotechnology,Biotechnology,1.419999957,Common Stock,40931548,0,-50.52264761,-54.04530756,129329.2698,-20027000,1097000,15844000,9204000,0,0,4.23,1.5275,1.4245,1.4506,1.9259,-7.19,0.71,,,
CBIO US Equity,14888D109,US14888D1090,BYY8NY2,Health Care,Biotechnology,Biotechnology,1.409999967,Common Stock,16116452,-18.9655196,-61.78861938,-86.22989794,15428.30159,,,36206000,0,,,9.22,1.6045,1.7927,2.0882,5.3248,-3.42,-36.20,,,
SAIA US Equity,78709Y105,US78709Y1055,2982399,Industrials,Road & Rail,Trucking,28.92000008,Common Stock,728387136,1.974610204,26.28821204,-29.41176662,340362.6032,52986000,0,438768000,0,69078000,1218200000,-9.85,28.4375,27.7432,24.9859,29.0242,-1.97,35.20,,,
PRAA US Equity,69354N106,US69354N1063,BSHZ3P9,Financials,Consumer Finance,Consumer Finance,33.18000031,Common Stock,1537155200,13.16507725,-40.04336788,-40.92931923,552292.7778,168131000,0,800492992,0,248430000,949678992,-17.09,31.2945,29.4372,30.8356,41.7882,2.69,11.53,,,
KMX US Equity,143130102,US1431301027,2983563,Consumer Discretionary,Specialty Retail,Automotive Retail,52.95000076,Common Stock,10263254016,4.997026457,-9.347712889,-22.99302048,2861243.46,623428008,0,2904785920,0,,15149675008,1.34,52.892,50.6942,49.9456,54.9118,-0.51,19.85,,,
XEC US Equity,171798101,US1717981013,2987521,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,108.8799973,Common Stock,10323674112,12.53746486,-7.276672381,-13.20590427,1362600.73,-2408947968,0,2797678080,0,9099000,1452619008,6.87,105.3705,97.5592,92.9907,102.1696,0.09,17.30,,,
DLB US Equity,25659T107,US25659T1079,B04NJM9,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,47.61000061,Common Stock,4798900224,10.6951929,37.2918313,18.10055098,477529.4444,179285000,0,1845361024,0,,976376000,-0.07,43.544,41.7158,37.8982,35.8971,12.08,32.64,,,
IPCC US Equity,45665Q103,US45665Q1031,2313739,Financials,Insurance,Property & Casualty Insurance,80.16000366,Common Stock,881884480,-0.853425881,-0.47538623,7.150735631,57696.85714,51483000,0,687595008,0,-33926000,1484012000,-2.78,77.873,77.976,78.7743,79.3016,3.91,1.66,,,
PGRE US Equity,69924R108,US69924R1086,BSL7HC6,Financials,Real Estate Investment Trusts (REITs),Office REITs,16.70000076,REIT,3557709824,5.830171391,-5.808294181,-7.828677427,1090838.984,21143000,0,3761017088,0,2533000,662408000,-1.92,16.154,15.8282,16.3377,16.9199,2.39,2.44,,,
REED US Equity,758338107,US7583381071,B1LJ7G7,Consumer Staples,Beverages,Soft Drinks,4.510000229,Common Stock,59355480,-6.041665632,-12.08576748,-13.26922319,20402.73016,-3961000,,690890,94110,0,45948000,-25.94,4.6365,4.8896,5.0066,5.1161,-0.44,-5.05,,,
MGCD US Equity,552768103,US5527681036,B8F09K3,Health Care,Health Care Equipment & Supplies,Health Care Equipment,5.409999847,Common Stock,23465978,-9.833335876,-16.76923312,-22.04611235,6905.507937,4513000,0,20112000,0,,37775000,12.75,5.5739,6.0923,6.3934,6.2447,2.63,-21.14,,,
EVER US Equity,29977G102,US29977G1022,B64D2M2,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,15.07999992,Common Stock,1888726912,0.132798828,-15.74485589,-19.12344043,521813.2381,144220000,10125000,1705902976,150000000,,1127682992,2.04,15.1155,14.4596,14.6058,16.9265,-4.44,7.67,,,
ACOR US Equity,00484M106,US00484M1062,2925844,Health Care,Biotechnology,Biotechnology,25.85000038,Common Stock,1182618496,-0.995787908,-28.59116067,-18.37701194,840405,13623000,0,684012032,0,-127000,508712008,10.06,28.1535,29.7626,34.2556,33.8191,-14.18,-29.79,,,
ACTG US Equity,3881307,US0038813079,2169589,Industrials,Professional Services,Research & Consulting Services,4.820000172,Common Stock,243079840,22.33502796,-26.16854947,-55.60987026,783321.4921,-153823000,0,306060000,0,-74840000,115548000,7.05,4.1705,3.857,4.0171,6.1456,10.8,28.88,,,
EQIX US Equity,29444U700,US29444U7000,BVLZX12,Financials,Real Estate Investment Trusts (REITs),Specialized REITs,330.3500061,REIT,22935896064,0.306676923,14.08926604,43.8563729,846400.5079,187774000,0,2745385984,0,39472000,2725867072,10.14,325.914,317.4414,307.4096,295.305,2.59,6.99,,,
MOH US Equity,60855R100,US60855R1005,2212706,Health Care,Health Care Providers & Services,Managed Health Care,51.75999832,Common Stock,2928860160,-20.73507519,-22.70012092,-13.25624282,953260.6349,139226000,0,1590000000,0,15000000,15244253184,-6.43,62.721,63.3124,60.1773,65.1025,-20.44,-5.74,,,
NPTN US Equity,64051T100,US64051T1007,B3TMC78,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,11.98999977,Common Stock,495814336,-13.30441188,44.98185136,111.8374575,813398.8571,5878000,0,220087008,0,,357200000,-24.85,13.2735,12.4554,10.94,9.4826,-7.34,33.67,,,
HSON US Equity,443787106,US4437871068,B828N64,Industrials,Professional Services,Human Resource & Employment Services,2.569999933,Common Stock,88011664,6.198341001,13.74882639,-0.523846427,28158.93651,4691000,0,56037000,0,-5236000,440107000,-14.4,2.5535,2.5692,2.6167,2.5499,0,-3.10,,,
RTRX US Equity,761299106,US7612991064,B95XCC2,Health Care,Biotechnology,Biotechnology,13.77999973,Common Stock,504014080,7.740420438,-27.77777889,-39.53488732,509861.1905,117236988,0,299971008,0,,99891800,29.03,14.911,14.5208,16.0258,20.4017,-11.72,-7.95,,,
SHLD US Equity,812350106,US8123501061,2634805,Consumer Discretionary,Multiline Retail,Department Stores,16.375,Common Stock,1748324352,9.385435591,-30.6144079,-54.02842925,665173.873,-1128000000,0,-1963000064,0,623000000,25145999872,-19.02,16.4403,16.4406,17.4854,20.5968,-9.63,-3.39,,,
DTSI US Equity,23335C101,US23335C1018,2641106,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,21.81999969,Common Stock,381606272,-1.35624382,-27.58048356,-40.31728973,64633.80952,-12301000,0,205032000,0,,138209000,18.47,21.9605,22.365,22.2489,25.0222,-5.01,-2.06,,,
BCLI US Equity,1.05E+205,US10501E2019,BQQFDM3,Health Care,Biotechnology,Biotechnology,2.24000001,Common Stock,41785048,-18.5454542,-19.13357311,-43.14720871,50988.31746,-8488000,0,14128000,0,,0,-0.89,2.3685,2.4734,2.4916,2.7039,1.36,-9.31,,,
BPTH US Equity,09057N102,US09057N1028,B0PZN77,Health Care,Pharmaceuticals,Pharmaceuticals,2.309999943,Common Stock,207352224,-2.531643278,45.28301222,31.24999746,185725.619,-5466794,0,9817846,0,,0,17.32,2.706,2.2314,1.8285,1.5587,-15.69,65.00,,,
AHT US Equity,44103109,US0441031095,2310116,Financials,Real Estate Investment Trusts (REITs),Hotel & Resort REITs,5.590000153,REIT,534890272,-5.254236233,-14.58778247,-30.05289646,657425.3492,306412008,33962000,417188192,393897792,0,1336965984,-10.02,5.7535,5.8,5.7113,6.5538,2.19,2.58,,,
CVCO US Equity,149568107,US1495681074,2787022,Consumer Discretionary,Household Durables,Homebuilding,87.69000244,Common Stock,781504960,-5.220486789,5.96979147,31.19390671,64692.44444,27506000,0,344179008,0,,676307008,13.26,89.203,87.6898,84.1616,81.0678,-1.86,4.57,,,
MICT US Equity,595117102,US5951171025,B8J8BM9,Industrials,Aerospace & Defense,Aerospace & Defense,2.132999897,Common Stock,12510516,5.073888033,-10.3781599,-10,5330.821429,-3051000,0,11439000,0,,23586000,-8.1,2.0636,2.0497,2.0577,2.4709,0.61,7.19,,,
LMAT US Equity,525558201,US5255582018,B1G6TJ0,Health Care,Health Care Equipment & Supplies,Health Care Equipment,16.57999992,Common Stock,304072288,11.57469924,15.36941834,93.71755069,101431.4603,7758000,0,77884000,0,473000,78352000,-15.49,15.96,14.9306,15.0588,14.2103,-0.48,13.95,,,
GOOD US Equity,376536108,US3765361080,2918479,Financials,Real Estate Investment Trusts (REITs),Diversified REITs,16.82999992,REIT,380582720,2.267175318,9.882836994,1.298293648,111412.0794,3755000,4098000,171958000,55600000,,85413000,-0.45,16.6425,16.0594,15.0804,15.0995,1.88,20.56,,,
TFSL US Equity,87240R107,US87240R1077,B1W8J67,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,17.89999962,Common Stock,5165176832,3.768113731,0.448488527,24.10105435,296010.8254,77408000,0,1690407040,0,,410902000,3.07,17.7335,17.373,17.5304,17.5229,-0.67,3.18,,,
PRSC US Equity,743815102,US7438151026,2918576,Health Care,Health Care Providers & Services,Health Care Services,49.84000015,Common Stock,740937728,-1.071855705,-3.969174013,11.47394581,114861.1111,-16592000,5626000,290584000,77576000,93432000,1871424992,-4.57,49.6155,49.2656,47.574,47.2466,-2.29,12.25,,,
AMCX US Equity,00164V103,US00164V1035,B4MG4Z6,Consumer Discretionary,Media,Cable & Satellite,65.23000336,Common Stock,4740573184,-0.259936032,-12.14814363,-14.90443625,870169.1429,381704000,0,-39277000,0,24107000,2580934976,-1.98,65.235,65.5882,69.4936,72.8276,-1.7,-10.39,,,
ALNY US Equity,02043Q107,US02043Q1076,B00FWN1,Health Care,Biotechnology,Biotechnology,67.04000092,Common Stock,5722219520,12.03208681,-23.9478165,-35.54465961,1046047.619,-290073000,0,1264713984,0,14947000,41097000,6.98,69.1255,63.8568,71.65,86.7125,-6.71,-2.76,,,
MNRK US Equity,60907Q100,US60907Q1004,2920850,Financials,Banks,Regional Banks,18.38999939,Common Stock,218489920,10.51682731,55.42417374,72.23805589,26546.49206,14013144,0,120939000,0,-6586540,131604802,4.87,17.5455,16.5308,16.1668,14.0015,2.17,14.30,,,
WLL US Equity,966387102,US9663871021,2168003,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,12,Common Stock,2452622080,60.85790802,-27.09598622,-67.35582005,30524385.98,-2284897960,0,4584726016,0,,1862330976,2.92,10.3755,8.1942,8.025,13.2152,7.05,63.27,,,
LKQ US Equity,501889208,US5018892084,2971029,Consumer Discretionary,Distributors,Distributors,32.04999924,Common Stock,9829064704,3.721681659,7.047423732,26.88043922,1962213.762,423860000,0,3234408960,0,,7340196992,3.18,32.7285,30.9,29.0709,29.4524,-3.64,16.97,,,
TPX US Equity,88023U101,US88023U1016,2216991,Consumer Discretionary,Household Durables,Home Furnishings,60.66999817,Common Stock,3698232576,0.898049378,-20.81702428,-1.156733279,1443483.905,88700000,0,252400000,0,181100000,3132699968,-4.04,59.205,59.305,61.7638,68.6794,5.83,0.55,,,
TROV US Equity,897238309,US8972383090,B8FG9W3,Health Care,Biotechnology,Biotechnology,4.019999981,Common Stock,119726896,-19.76048309,-9.662917905,-50.18587196,591317.4762,-27471244,24180,48095288,606000,,312643,31.09,5.2905,5.3572,4.9753,5.5765,-35.27,10.44,,,
